0 1.001 0.929 1.073
1 1.005 0.932 1.078
2 0.982 0.911 1.053
4 0.979 0.906 1.052
8 0.937 0.86 1.014
15 0.964 0.888 1.04
30 0.907 0.828 0.986
60 0.888 0.794 0.982
90 0.827 0.742 0.912
120 0.81 0.73 0.89
150 0.761 0.672 0.85
180 0.719 0.626 0.812
210 0.619 0.525 0.713
240 0.59 0.503 0.677
300 0.494 0.409 0.579
360 0.415 0.338 0.492
