0 0.393 0.299 0.487
1 0.352 0.276 0.428
2 0.304 0.218 0.39
4 0.318 0.233 0.403
8 0.333 0.252 0.414
15 0.357 0.282 0.432
30 0.387 0.308 0.466
60 0.467 0.386 0.548
90 0.566 0.468 0.664
120 0.567 0.475 0.659
150 0.621 0.527 0.715
180 0.632 0.548 0.716
210 0.599 0.519 0.679
240 0.553 0.467 0.639
300 0.511 0.425 0.597
360 0.388 0.31 0.466
