0 0.848 0.765 0.931
1 0.773 0.684 0.862
2 0.799 0.707 0.891
4 0.854 0.773 0.935
8 0.899 0.821 0.977
15 0.916 0.833 0.999
30 0.957 0.874 1.04
60 0.856 0.765 0.947
90 0.842 0.767 0.917
120 0.799 0.716 0.882
150 0.767 0.678 0.856
180 0.721 0.645 0.797
210 0.586 0.492 0.68
240 0.574 0.485 0.663
300 0.473 0.393 0.553
360 0.382 0.299 0.465
