0 0.526 0.441 0.611
1 0.581 0.498 0.664
2 0.51 0.419 0.601
4 0.541 0.437 0.645
8 0.581 0.493 0.669
15 0.632 0.541 0.723
30 0.694 0.595 0.793
60 0.842 0.758 0.926
90 0.787 0.697 0.877
120 0.816 0.72 0.912
150 0.782 0.697 0.867
180 0.648 0.561 0.735
210 0.627 0.536 0.718
240 0.622 0.525 0.719
300 0.487 0.401 0.573
360 0.438 0.35 0.526
