0 0.167 0.104 0.23
1 0.202 0.141 0.263
2 0.125 0.067 0.183
4 0.103 0.042 0.164
8 0.227 0.16 0.294
15 0.159 0.09 0.228
30 0.197 0.124 0.27
60 0.333 0.258 0.408
90 0.413 0.326 0.5
120 0.552 0.458 0.646
150 0.577 0.497 0.657
180 0.621 0.536 0.706
210 0.697 0.612 0.782
240 0.574 0.478 0.67
300 0.463 0.375 0.551
360 0.35 0.26 0.44
