0 0.736 0.647 0.825
1 0.731 0.641 0.821
2 0.792 0.703 0.881
4 0.73 0.641 0.819
8 0.785 0.697 0.873
15 0.901 0.821 0.981
30 0.984 0.9 1.068
60 0.901 0.815 0.987
90 0.818 0.732 0.904
120 0.825 0.749 0.901
150 0.706 0.622 0.79
180 0.686 0.601 0.771
210 0.606 0.507 0.705
240 0.599 0.504 0.694
300 0.494 0.403 0.585
360 0.362 0.283 0.441
