0 1.018 0.953 1.083
1 0.95 0.878 1.022
2 0.979 0.909 1.049
4 0.967 0.888 1.046
8 0.988 0.913 1.063
15 0.992 0.915 1.069
30 0.919 0.834 1.004
60 0.884 0.803 0.965
90 0.856 0.762 0.95
120 0.771 0.68 0.862
150 0.761 0.682 0.84
180 0.653 0.563 0.743
210 0.669 0.594 0.744
240 0.607 0.518 0.696
300 0.46 0.373 0.547
360 0.366 0.288 0.444
