libgcj-java-placeholder.sh

This script is a placeholder for the /usr/bin/java
master link required by jpackage.org conventions.  libgcj's
rmiregistry, rmic and jar tools are now slave symlinks to these
masters, and are managed by the alternatives(8) system.

This change was necessary because the rmiregistry, rmic and jar tools
installed by previous versions of libgcj conflicted with symlinks
installed by jpackage.org JVM packages.
#NT 4758
#AV 30.302259558599584
#OVR 0.0
0.0 0.09247583018074822 0.09247583018074822 0.0 0.0
3.0 0.08617065994115175 0.17864649012189998 1230.0 1230.0
6.0 0.07860445565363598 0.257250945775536 2244.0 3474.0
9.0 0.07061790668348046 0.3278688524590164 3024.0 6498.0
12.0 0.06431273644388398 0.3921815889029004 3672.0 10170.0
15.0 0.05884825556956705 0.4510298444724674 4200.0 14370.0
18.0 0.04918032786885246 0.5002101723413199 4212.0 18582.0
21.0 0.04981084489281211 0.550021017234132 4977.0 23559.0
24.0 0.046027742749054225 0.5960487599831862 5256.0 28815.0
27.0 0.03635981504833964 0.6324085750315258 4671.0 33486.0
30.0 0.032997057587221525 0.6654056326187473 4710.0 38196.0
33.0 0.02269861286254729 0.6881042454812946 3564.0 41760.0
36.0 0.03362757461118117 0.7217318200924757 5760.0 47520.0
39.0 0.0273224043715847 0.7490542244640604 5070.0 52590.0
42.0 0.020596889449348465 0.7696511139134089 4116.0 56706.0
45.0 0.021017234131988232 0.7906683480453971 4500.0 61206.0
48.0 0.021017234131988232 0.8116855821773853 4800.0 66006.0
51.0 0.01744430432955023 0.8291298865069355 4233.0 70239.0
54.0 0.014291719209751997 0.8434216057166876 3672.0 73911.0
57.0 0.015762925598991173 0.8591845313156787 4275.0 78186.0
60.0 0.013871374527112233 0.8730559058427909 3960.0 82146.0
63.0 0.012189995796553174 0.8852459016393441 3654.0 85800.0
66.0 0.009247583018074821 0.894493484657419 2904.0 88704.0
69.0 0.00903741067675494 0.9035308953341739 2967.0 91671.0
72.0 0.007566204287515763 0.9110970996216896 2592.0 94263.0
75.0 0.00903741067675494 0.9201345102984445 3225.0 97488.0
78.0 0.006515342580916352 0.9266498528793609 2418.0 99906.0
81.0 0.01008827238335435 0.9367381252627152 3888.0 103794.0
84.0 0.005674653215636823 0.942412778478352 2268.0 106062.0
87.0 0.006094997898276587 0.9485077763766286 2523.0 108585.0
90.0 0.004413619167717529 0.9529213955443462 1890.0 110475.0
93.0 0.004413619167717529 0.9573350147120637 1953.0 112428.0
96.0 0.004413619167717529 0.9617486338797813 2016.0 114444.0
