1 2008-05-15 00:00 0.9 81.2742002040421
2 2008-05-16 00:00 1.8 89.63335128001376
3 2008-05-17 00:00 2.7 87.80464858665621
4 2008-05-18 00:00 3.6 78.57751053409955
5 2008-05-19 00:00 4.5 72.89526860082262
6 2008-05-20 00:00 5.4 67.8889902833768
7 2008-05-21 00:00 6.3 55.01954321401893
8 2008-05-22 00:00 7.2 48.31445221636686
9 2008-05-23 00:00 8.1 60.153040003629954
10 2008-05-24 00:00 9.0 70.70895261663489
11 2008-05-25 00:00 9.9 83.47990787020606
12 2008-05-26 00:00 10.8 77.56730288218778
13 2008-05-27 00:00 11.7 77.80361402504116
14 2008-05-28 00:00 12.6 85.90849246040382
15 2008-05-29 00:00 13.5 75.39608339414033
16 2008-05-30 00:00 14.4 97.77282393500062
17 2008-05-31 00:00 15.3 98.78745001888379
18 2008-06-01 00:00 16.2 91.73549110065484
19 2008-06-02 00:00 17.1 71.67915252145872
20 2008-06-03 00:00 18.0 97.99231050380725
21 2008-06-04 00:00 18.9 85.05717741256765
22 2008-06-05 00:00 19.8 84.30819831749835
23 2008-06-06 00:00 20.7 93.44941989039928
24 2008-06-07 00:00 21.6 86.48983196497021
25 2008-06-08 00:00 22.5 89.86354382698912
26 2008-06-09 00:00 23.4 82.82265368829745
27 2008-06-10 00:00 24.3 77.0111605424853
28 2008-06-11 00:00 25.2 83.82560103180926
29 2008-06-12 00:00 26.1 84.87087641493109
30 2008-06-13 00:00 27.0 93.21905603971011
31 2008-06-14 00:00 27.9 88.67282090438793
32 2008-06-15 00:00 28.8 81.05126389749086
33 2008-06-16 00:00 29.7 68.97221713327123
34 2008-06-17 00:00 30.6 67.30398399187646
35 2008-06-18 00:00 31.5 75.9271775149958
36 2008-06-19 00:00 32.4 69.44430208472394
37 2008-06-20 00:00 33.3 57.73496213393274
38 2008-06-21 00:00 34.2 55.069011902481066
39 2008-06-22 00:00 35.1 55.91901851379408
40 2008-06-23 00:00 36.0 64.4424416730564
41 2008-06-24 00:00 36.9 79.72031853216738
42 2008-06-25 00:00 37.8 72.57955070771989
43 2008-06-26 00:00 38.7 73.09500424552233
44 2008-06-27 00:00 39.6 87.41860683972384
45 2008-06-28 00:00 40.5 98.0245227630865
46 2008-06-29 00:00 41.4 91.05843282681634
47 2008-06-30 00:00 42.3 74.79037140017192
48 2008-07-01 00:00 43.2 92.89791299912494
49 2008-07-02 00:00 44.1 90.94779378069424
50 2008-07-03 00:00 45.0 81.10749137262361
51 2008-07-04 00:00 45.9 82.43215375219741
52 2008-07-05 00:00 46.8 83.33908122459138
53 2008-07-06 00:00 47.7 86.23869964107011
54 2008-07-07 00:00 48.6 83.25149400781183
55 2008-07-08 00:00 49.5 75.50133928522331
56 2008-07-09 00:00 50.4 87.69611415098781
57 2008-07-10 00:00 51.3 80.36072378715444
58 2008-07-11 00:00 52.2 88.67664581467609
59 2008-07-12 00:00 53.1 98.39464374517443
