0.5   0.0 29.5  14.0
0.5  30.0 28.0  9.0
0.5  60.0 27.6  9.0
0.5  90.0 28.7  7.9
0.5 120.0 31.0  12.9
0.5 150.0 28.0  17.5
0.5 180.0 30.0 10.0
0.5 210.0 26.5 12.5
0.5 240.0 25.0 16.5
0.5 270.0 31.0 14.0
0.5 300.0 23.0 15.0
0.5 330.0 34.5 18.5
0.5 360.0 23.0 9.5
