0 2008-05-14 00:00 0.0
1 2008-05-15 00:00 78.41938342582078
2 2008-05-16 00:00 75.20082427256314
3 2008-05-17 00:00 71.17479375659624
4 2008-05-18 00:00 66.26153918486503
5 2008-05-19 00:00 61.04388853521235
6 2008-05-20 00:00 58.974630047457
7 2008-05-21 00:00 62.295717162228215
8 2008-05-22 00:00 64.79094508720189
9 2008-05-23 00:00 68.60509918662677
10 2008-05-24 00:00 71.21224332136876
11 2008-05-25 00:00 79.1203811917433
12 2008-05-26 00:00 84.62998867953631
13 2008-05-27 00:00 86.45119644826433
14 2008-05-28 00:00 90.02090550831626
15 2008-05-29 00:00 91.5471838532315
16 2008-05-30 00:00 93.28652624848333
17 2008-05-31 00:00 94.43555171050255
18 2008-06-01 00:00 94.49868147013012
19 2008-06-02 00:00 94.44537252133703
20 2008-06-03 00:00 94.85346147277559
21 2008-06-04 00:00 94.55508142696543
22 2008-06-05 00:00 94.88954966845222
23 2008-06-06 00:00 95.11023067592527
24 2008-06-07 00:00 93.94712781971867
25 2008-06-08 00:00 93.60960968548522
26 2008-06-09 00:00 92.31492446111328
27 2008-06-10 00:00 91.74172419792713
28 2008-06-11 00:00 91.36494545142985
29 2008-06-12 00:00 89.82855552422254
30 2008-06-13 00:00 89.34449059211025
31 2008-06-14 00:00 87.36095293842786
32 2008-06-15 00:00 86.70833273108356
33 2008-06-16 00:00 85.47455179925232
34 2008-06-17 00:00 83.16284204336579
35 2008-06-18 00:00 81.77411583506561
36 2008-06-19 00:00 78.99307571302106
37 2008-06-20 00:00 73.92084594212616
38 2008-06-21 00:00 69.52908651330453
39 2008-06-22 00:00 68.40813168098529
40 2008-06-23 00:00 69.22626842938993
41 2008-06-24 00:00 69.97289774635559
42 2008-06-25 00:00 71.53034909362341
43 2008-06-26 00:00 71.82432517676786
44 2008-06-27 00:00 72.273822618828
45 2008-06-28 00:00 73.40638259580638
46 2008-06-29 00:00 73.86905416330207
47 2008-06-30 00:00 74.67727105312164
48 2008-07-01 00:00 75.65593472542577
49 2008-07-02 00:00 77.51712773186937
50 2008-07-03 00:00 77.94050691660753
51 2008-07-04 00:00 80.71339045516793
52 2008-07-05 00:00 82.09057939310203
53 2008-07-06 00:00 83.97077603461717
54 2008-07-07 00:00 83.98487484875362
55 2008-07-08 00:00 83.97164505223729
56 2008-07-09 00:00 83.18499096411466
57 2008-07-10 00:00 84.75089164656504
58 2008-07-11 00:00 83.80686748762145
59 2008-07-12 00:00 84.53646399108982
#Time-Average: 79.70351513181016
