# de, 0 0
  0 0
15 77.2 71.2 83.2
30 76.1 69.1 83.1
60 74.3 67.3 81.3
120 77.5 70.5 84.5
180 76.2 71.2 81.2
240 75.3 71.3 79.3
360 76.8 71.8 81.8
480 75.2 69.2 81.2
