# de, 0 0
  0 0
15 80.2 77.2 83.2
30 78.1 73.1 83.1
60 75.5 71.5 79.5
120 72.2 68.2 76.2
180 74.5 72.5 76.5
240 73.2 69.2 77.2
360 71.7 68.7 74.7
480 73.2 71.2 75.2
