15 67.2  65 75
30 69.3  65 75 
60 70.1  65 75
120 75.4  65 78
180 78.2 70 80
240 83.2 75 85
300 92.7 80 95
360 95.6 85 99
420 91.3 87 94
480 93.0 84 98

