# de, 0 0
  0 0
15 72.7 67.7 77.7
30 74.1 68.1 80.1
60 76.2 69.2 83.2
120 76.5 68.5 84.5
180 73.4 67.4 79.4
240 74.8 69.8 79.8
360 77.2 71.2 83.2
480 76.5 68.5 84.5
