STAT: Tau: 5.00 H: 7200.00 Avg: 0.6268 Max: 0.6354 Min: 0.6205 Std: 0.0049
STAT: Tau: 10.00 H: 7200.00 Avg: 0.6805 Max: 0.7000 Min: 0.6644 Std: 0.0106
STAT: Tau: 15.00 H: 7200.00 Avg: 0.6190 Max: 0.6324 Min: 0.6052 Std: 0.0081
STAT: Tau: 20.00 H: 7200.00 Avg: 0.6319 Max: 0.6427 Min: 0.6173 Std: 0.0095
STAT: Tau: 25.00 H: 7200.00 Avg: 0.6494 Max: 0.6635 Min: 0.6299 Std: 0.0110
STAT: Tau: 30.00 H: 7200.00 Avg: 0.6243 Max: 0.6426 Min: 0.6113 Std: 0.0091
STAT: Tau: 35.00 H: 7200.00 Avg: 0.6597 Max: 0.6690 Min: 0.6414 Std: 0.0077
STAT: Tau: 40.00 H: 7200.00 Avg: 0.6093 Max: 0.6349 Min: 0.5928 Std: 0.0122
STAT: Tau: 45.00 H: 7200.00 Avg: 0.6342 Max: 0.6433 Min: 0.6184 Std: 0.0082
STAT: Tau: 50.00 H: 7200.00 Avg: 0.6302 Max: 0.6461 Min: 0.6170 Std: 0.0092
STAT: Tau: 55.00 H: 7200.00 Avg: 0.6601 Max: 0.6704 Min: 0.6473 Std: 0.0075
STAT: Tau: 60.00 H: 7200.00 Avg: 0.6291 Max: 0.6434 Min: 0.6158 Std: 0.0091
STAT: Tau: 65.00 H: 7200.00 Avg: 0.6368 Max: 0.6504 Min: 0.6218 Std: 0.0102
STAT: Tau: 70.00 H: 7200.00 Avg: 0.6168 Max: 0.6348 Min: 0.6029 Std: 0.0104
STAT: Tau: 75.00 H: 7200.00 Avg: 0.6604 Max: 0.6701 Min: 0.6504 Std: 0.0079
STAT: Tau: 80.00 H: 7200.00 Avg: 0.6758 Max: 0.6820 Min: 0.6656 Std: 0.0051
STAT: Tau: 85.00 H: 7200.00 Avg: 0.6471 Max: 0.6697 Min: 0.6286 Std: 0.0133
STAT: Tau: 90.00 H: 7200.00 Avg: 0.6785 Max: 0.6887 Min: 0.6695 Std: 0.0052
STAT: Tau: 95.00 H: 7200.00 Avg: 0.6517 Max: 0.6678 Min: 0.6321 Std: 0.0115
STAT: Tau: 100.00 H: 7200.00 Avg: 0.6376 Max: 0.6481 Min: 0.6206 Std: 0.0094
STAT: Tau: 105.00 H: 7200.00 Avg: 0.6960 Max: 0.7062 Min: 0.6847 Std: 0.0073
STAT: Tau: 110.00 H: 7200.00 Avg: 0.7196 Max: 0.7264 Min: 0.7073 Std: 0.0062
STAT: Tau: 115.00 H: 7200.00 Avg: 0.6402 Max: 0.6593 Min: 0.6333 Std: 0.0082
STAT: Tau: 120.00 H: 7200.00 Avg: 0.7345 Max: 0.7402 Min: 0.7241 Std: 0.0051
STAT: Tau: 125.00 H: 7200.00 Avg: 0.6805 Max: 0.6937 Min: 0.6722 Std: 0.0068
STAT: Tau: 130.00 H: 7200.00 Avg: 0.6241 Max: 0.6321 Min: 0.6148 Std: 0.0066
STAT: Tau: 135.00 H: 7200.00 Avg: 0.6209 Max: 0.6297 Min: 0.6117 Std: 0.0059
STAT: Tau: 140.00 H: 7200.00 Avg: 0.7131 Max: 0.7274 Min: 0.7016 Std: 0.0089
STAT: Tau: 145.00 H: 7200.00 Avg: 0.6238 Max: 0.6444 Min: 0.6117 Std: 0.0105
STAT: Tau: 150.00 H: 7200.00 Avg: 0.6884 Max: 0.7002 Min: 0.6794 Std: 0.0080
