SCORE 1.0 0.0 81.85831519871616 3.6231037145092078
SCORE 1.0 30.0 87.13909710719996 3.180415807756508
SCORE 1.0 60.0 92.93560911017855 3.147449792155811
SCORE 1.0 90.0 93.38126063704843 2.727868912876984
SCORE 1.0 120.0 92.98943178752278 4.295608875380505
SCORE 1.0 150.0 92.59207632002185 4.371893590271158
SCORE 1.0 180.0 91.55210849747641 2.5342740627362432
SCORE 1.0 210.0 91.66842645996984 3.487195105628489
SCORE 1.0 240.0 90.81660049932326 3.803879537054252
SCORE 1.0 270.0 90.70337521412317 3.142481681606307
SCORE 1.0 300.0 89.5244816056484 2.454685026549045
SCORE 1.0 330.0 88.67026918594176 3.0482508015051764
SCORE 1.0 360.0 88.61888143340018 3.089404031914364
SCORE 1.0 390.0 87.64464704399242 4.286163983540839
SCORE 1.0 420.0 87.19320953791303 4.176479609083691
SCORE 1.0 450.0 86.61845807136476 3.548861272701798
