SCORE 4.0 0.0 77.22435068166487 1.534584771525522
SCORE 4.0 30.0 79.83357105898284 1.5103354249674656
SCORE 4.0 60.0 83.88892234871908 3.1243959424669323
SCORE 4.0 90.0 86.53354822513006 2.6284113875985633
SCORE 4.0 120.0 89.6361083916077 2.642056963700822
SCORE 4.0 150.0 92.79213318243754 3.828636644069902
SCORE 4.0 180.0 96.08031806397412 3.3466611954999914
SCORE 4.0 210.0 99.24108044540613 2.819971946473686
SCORE 4.0 240.0 103.09006037650639 2.7144944928157173
SCORE 4.0 270.0 104.20618580592173 1.511856386572195
SCORE 4.0 300.0 103.7431081831251 3.8380564127920116
SCORE 4.0 330.0 102.90153120643797 2.445193154155019
SCORE 4.0 360.0 103.17212170880428 1.9088707093665538
SCORE 4.0 390.0 102.4748442161181 2.643108191406667
SCORE 4.0 420.0 102.41986369480306 3.9450646401439657
SCORE 4.0 450.0 101.48140468556511 3.6572070382291013
