OVER 3 0.25 78.296
OVER 3 0.5 77.648
OVER 3 0.75 77.432
OVER 3 1.0 77.324
OVER 3 1.25 77.2592
OVER 3 1.5 77.216
OVER 3 2.0 77.162
OVER 3 4.0 77.081
