SCORE 6.0 0.0 74.4115522753265 3.615127725115139
SCORE 6.0 30.0 76.57568020845275 3.5723610745906327
SCORE 6.0 60.0 78.80498117013155 2.0434383207045475
SCORE 6.0 90.0 81.18061290828328 1.5641091441456196
SCORE 6.0 120.0 83.09743459890915 3.861079065607287
SCORE 6.0 150.0 85.88640570327684 3.2775645462163308
SCORE 6.0 180.0 87.61587898223662 4.4871382940232545
SCORE 6.0 210.0 90.08389726833093 3.8152727118129715
SCORE 6.0 240.0 92.90993995724448 1.6911277999908298
SCORE 6.0 270.0 94.75410556774203 4.483769209109036
SCORE 6.0 300.0 96.96512836914638 2.8963237472657957
SCORE 6.0 330.0 99.95719575354295 1.6546427534192167
SCORE 6.0 360.0 101.80117595555124 3.436769971889819
SCORE 6.0 390.0 102.94757078719573 3.1457117934032817
SCORE 6.0 420.0 102.9887966451924 4.077360645707078
SCORE 6.0 450.0 102.56395910545085 2.421479182888915
