OVER 0 0.25 85.0
OVER 0 0.5 85.0
OVER 0 0.75 85.0
OVER 0 1.0 85.0
OVER 0 1.25 85.0
OVER 0 1.5 85.0
OVER 0 2.0 85.0
OVER 0 4.0 85.0
