32 6.715468830100282
31 6.715468830100282
30 6.368221078711474
29 6.119687289774037
28 6.015974101553805
27 6.007523397328454
26 6.007523397328454
25 6.007523397328454
24 5.839124228929285
23 5.839124228929285
22 5.839124228929285
21 5.839124228929285
20 5.839124228929285
19 5.839124228929285
18 5.839124228929285
17 5.839124228929285
16 5.839124228929285
15 5.839124228929285
14 5.839124228929285
13 5.839124228929285
12 5.839124228929285
11 5.839124228929285
10 5.839124228929285
9 5.61859808407706
8 5.61859808407706
7 5.505797070135362
6 5.05558326439315
5 5.05558326439315
4 4.605369458650939
3 4.100649396682987
2 3.6504355909407753
1 3.0898618932260407
