0.00 0.9426 0.9445 0.9890 0.984
0.02 0.9531 0.9462 0.9770 0.9817
0.04 0.9531 0.9462 0.9770 0.9817
0.06 0.9527 0.9462 0.9770 0.9815
0.08 0.9531 0.9462 0.9770 0.9817
0.10 0.9569 0.9462 0.9770 0.9829
0.12 0.9503 0.9462 0.9770 0.9803
0.14 0.9545 0.9462 0.9770 0.9823
0.16 0.955 0.9462 0.9770 0.9824
0.18 0.9522 0.9462 0.9770 0.9814
0.20 0.9531 0.9462 0.9770 0.9817
0.22 0.9541 0.9462 0.9770 0.9821
0.24 0.9514 0.9462 0.9770 0.981
0.26 0.9531 0.9462 0.9770 0.9817
0.28 0.9541 0.9462 0.9770 0.9821
0.30 0.9554 0.9462 0.9770 0.9826
0.32 0.9531 0.9462 0.9770 0.9817
0.34 0.9545 0.9462 0.9770 0.9823
0.36 0.9554 0.9462 0.9770 0.9826
0.38 0.9541 0.9462 0.9770 0.9821
0.40 0.9545 0.9462 0.9770 0.9823
0.42 0.9569 0.9462 0.9770 0.9829
0.44 0.9518 0.9462 0.9770 0.9812
0.46 0.951 0.9462 0.9770 0.9808
0.48 0.9554 0.9462 0.9770 0.9826
0.50 0.9564 0.9462 0.9770 0.9828
0.52 0.955 0.9462 0.9770 0.9824
0.54 0.9531 0.9462 0.9770 0.9817
0.56 0.9541 0.9462 0.9770 0.9821
0.58 0.9495 0.9462 0.9815 0.9799
0.60 0.9495 0.9462 0.9815 0.9801
0.62 0.9514 0.9462 0.9815 0.9814
0.64 0.9527 0.9507 0.9815 0.9795
0.66 0.9554 0.9573 0.9681 0.9652
0.68 0.955 0.9438 0.9989 0.9734
0.70 0.9668 0.9484 0.9792 0.9854
0.72 0.9485 0.9549 0.9880 0.9711
0.74 0.9559 0.9594 0.9925 0.9653
0.76 0.957 0.9399 0.9852 0.9854
0.78 0.9574 0.9490 0.9626 0.9632
0.80 0.9585 0.9581 0.9957 0.9679
0.82 0.9625 0.9383 0.9816 0.9823
0.84 0.9505 0.9474 0.9947 0.9781
0.86 0.9645 0.9414 0.9767 0.9771
0.88 0.9623 0.9459 0.9767 0.9831
0.90 0.9497 0.9459 0.9838 0.9781
0.92 0.9667 0.9459 0.9965 0.9901
0.94 0.9752 0.9616 0.9974 0.9882
0.96 0.9764 0.9787 1.0187 0.9952
0.98 0.9761 0.9600 1.0045 1.0025
