Priority:  0  -> 2.80 [  1]
Priority:  1  -> 1190.14 [ 55]
Priority:  2  -> 461.31 [ 26]
Priority:  3  -> 169.46 [ 12]
Priority:  4  -> 0.00 [  0]
Priority:  5  -> 39.43 [  2]
Priority:  6  -> 790.30 [ 23]
Priority:  7  -> 226.88 [ 12]
#NG= 131 XT= 2880.32
