0.00 0.5039 0.5036 0.5438 0.5367
0.02 0.5773 0.5679 0.6045 0.6057
0.04 0.5775 0.5693 0.6035 0.6055
0.06 0.5768 0.5678 0.6041 0.6056
0.08 0.5771 0.5678 0.6041 0.6055
0.10 0.5809 0.5682 0.6045 0.6063
0.12 0.5747 0.5692 0.6044 0.6041
0.14 0.5785 0.5674 0.6048 0.6065
0.16 0.5789 0.5682 0.6050 0.6063
0.18 0.5763 0.5674 0.6041 0.6053
0.20 0.5772 0.5680 0.6043 0.6054
0.22 0.5782 0.5676 0.6047 0.6056
0.24 0.5757 0.5695 0.6036 0.6047
0.26 0.5776 0.5691 0.6046 0.6056
0.28 0.5783 0.5692 0.6059 0.6063
0.30 0.5794 0.5678 0.6059 0.6064
0.32 0.5771 0.5670 0.6049 0.6053
0.34 0.5787 0.5696 0.6059 0.6057
0.36 0.5795 0.5676 0.6049 0.6065
0.38 0.5783 0.5694 0.6043 0.6059
0.40 0.5786 0.5681 0.6045 0.6064
0.42 0.5809 0.5678 0.6054 0.6067
0.44 0.5759 0.5685 0.6038 0.6049
0.46 0.5752 0.5687 0.6040 0.6046
0.48 0.5795 0.5671 0.6052 0.6063
0.50 0.5805 0.5694 0.6045 0.6069
0.52 0.5876 0.5774 0.6178 0.6158
0.54 0.592 0.5842 0.6193 0.6206
0.56 0.599 0.5890 0.6275 0.6272
0.58 0.6028 0.5977 0.6370 0.6314
0.60 0.6069 0.6024 0.6424 0.6367
0.62 0.6141 0.6071 0.6471 0.6423
0.64 0.6268 0.6195 0.6559 0.6508
0.66 0.6415 0.6387 0.6571 0.6525
0.68 0.6447 0.6410 0.6819 0.6679
0.70 0.673 0.6559 0.6871 0.6894
0.72 0.6639 0.6674 0.7027 0.6853
0.74 0.6787 0.6766 0.7142 0.6907
0.76 0.6995 0.6791 0.7263 0.7243
0.78 0.7075 0.6997 0.7151 0.7133
0.80 0.7158 0.7132 0.7448 0.7308
0.82 0.7311 0.7132 0.7558 0.7503
0.84 0.7207 0.7162 0.7610 0.7449
0.86 0.74 0.7240 0.7563 0.751
0.88 0.744 0.7291 0.7600 0.7616
0.90 0.7463 0.7339 0.7948 0.7763
0.92 0.7828 0.7680 0.8201 0.8054
0.94 0.8128 0.8018 0.8462 0.827
0.96 0.8189 0.8179 0.8765 0.8589
0.98 0.8302 0.8248 0.8830 0.8714
