2.0 0.156263
4.0 0.433581
6.0 0.664116
8.0 0.821315
10.0 0.909291
12.0 0.954352
14.0 0.975522
16.0 0.985018
18.0 0.989051
20.0 0.990707
22.0 0.991414
24.0 0.991718
26.0 0.991819
28.0 0.991848
30.0 0.991865
32.0 0.991874
34.0 0.991876
36.0 0.99188
38.0 0.991882
40.0 0.991886
42.0 0.991888
44.0 0.991889
46.0 0.991891
48.0 0.991892
50.0 0.991895
52.0 0.991895
54.0 0.991896
56.0 0.991897
58.0 0.99997
60.0 0.99997
62.0 0.99997
64.0 0.99997
66.0 0.999972
68.0 0.999972
70.0 0.999972
72.0 0.999973
74.0 0.999973
76.0 0.999974
78.0 0.999975
80.0 0.999976
82.0 0.999977
84.0 0.999978
86.0 0.999978
88.0 0.999978
90.0 0.99998
92.0 1
94.0 1
96.0 1
98.0 1
100.0 1
