#SDATE 2007-08-13 12:00:00
#EDATE 2007-08-14 12:00:00
#C_D_AV 1.066002935026106
#C_D_MAX 7.773582947717111
#C_CD_AV 0.3638815719858555
#C_CD_MAX 1.1839251021829602
#C_PD_AV 0.1487484918275296
#C_PD_MAX 0.4797163005945412
#C_LN 130
#C_CL 1.2491006944444445
#C_L 3.011740902777778
#C_PL 2.6135499305555556
#C_UL 1.7178976195475981
C_D 2007-08-13 12:00:00 0.0
C_D 2007-08-13 12:05:00 0.0
C_D 2007-08-13 12:10:00 0.0
C_D 2007-08-13 12:15:00 0.0
C_D 2007-08-13 12:20:00 0.0
C_D 2007-08-13 12:25:00 0.0
C_D 2007-08-13 12:30:00 0.0
C_D 2007-08-13 12:35:00 0.0
C_D 2007-08-13 12:40:00 0.0
C_D 2007-08-13 12:45:00 0.0
C_D 2007-08-13 12:50:00 0.0
C_D 2007-08-13 12:55:00 0.0
C_D 2007-08-13 13:00:00 0.0
C_D 2007-08-13 13:05:00 0.0
C_D 2007-08-13 13:10:00 0.0
C_D 2007-08-13 13:15:00 0.0
C_D 2007-08-13 13:20:00 0.0
C_D 2007-08-13 13:25:00 0.0
C_D 2007-08-13 13:30:00 0.0
C_D 2007-08-13 13:35:00 0.0
C_D 2007-08-13 13:40:00 0.0
C_D 2007-08-13 13:45:00 0.0
C_D 2007-08-13 13:50:00 0.0
C_D 2007-08-13 13:55:00 0.0
C_D 2007-08-13 14:00:00 0.0
C_D 2007-08-13 14:05:00 0.0
C_D 2007-08-13 14:10:00 0.0
C_D 2007-08-13 14:15:00 0.0
C_D 2007-08-13 14:20:00 0.0
C_D 2007-08-13 14:25:00 0.0
C_D 2007-08-13 14:30:00 0.0
C_D 2007-08-13 14:35:00 0.0
C_D 2007-08-13 14:40:00 0.0
C_D 2007-08-13 14:45:00 0.0
C_D 2007-08-13 14:50:00 0.0
C_D 2007-08-13 14:55:00 0.0
C_D 2007-08-13 15:00:00 0.0
C_D 2007-08-13 15:05:00 0.0
C_D 2007-08-13 15:10:00 0.0
C_D 2007-08-13 15:15:00 0.0
C_D 2007-08-13 15:20:00 0.0
C_D 2007-08-13 15:25:00 0.0
C_D 2007-08-13 15:30:00 0.0
C_D 2007-08-13 15:35:00 0.0
C_D 2007-08-13 15:40:00 0.0
C_D 2007-08-13 15:45:00 0.0
C_D 2007-08-13 15:50:00 0.0
C_D 2007-08-13 15:55:00 0.0
C_D 2007-08-13 16:00:00 0.0
C_D 2007-08-13 16:05:00 0.0
C_D 2007-08-13 16:10:00 0.0
C_D 2007-08-13 16:15:00 0.0
C_D 2007-08-13 16:20:00 0.0
C_D 2007-08-13 16:25:00 0.0
C_D 2007-08-13 16:30:00 0.0
C_D 2007-08-13 16:35:00 0.0
C_D 2007-08-13 16:40:00 0.0
C_D 2007-08-13 16:45:00 0.0
C_D 2007-08-13 16:50:00 0.0
C_D 2007-08-13 16:55:00 0.0
C_D 2007-08-13 17:00:00 0.0
C_D 2007-08-13 17:05:00 0.0
C_D 2007-08-13 17:10:00 0.0
C_D 2007-08-13 17:15:00 0.0
C_D 2007-08-13 17:20:00 0.0
C_D 2007-08-13 17:25:00 0.0
C_D 2007-08-13 17:30:00 0.0
C_D 2007-08-13 17:35:00 0.0
C_D 2007-08-13 17:40:00 0.0
C_D 2007-08-13 17:45:00 0.0
C_D 2007-08-13 17:50:00 0.0
C_D 2007-08-13 17:55:00 0.0
C_D 2007-08-13 18:00:00 0.0
C_D 2007-08-13 18:05:00 0.0
C_D 2007-08-13 18:10:00 0.0
C_D 2007-08-13 18:15:00 0.0
C_D 2007-08-13 18:20:00 0.0
C_D 2007-08-13 18:25:00 0.0
C_D 2007-08-13 18:30:00 0.0
C_D 2007-08-13 18:35:00 0.0
C_D 2007-08-13 18:40:00 0.0
C_D 2007-08-13 18:45:00 0.0
C_D 2007-08-13 18:50:00 0.0
C_D 2007-08-13 18:55:00 0.0
C_D 2007-08-13 19:00:00 0.0
C_D 2007-08-13 19:05:00 0.0
C_D 2007-08-13 19:10:00 0.0
C_D 2007-08-13 19:15:00 0.0
C_D 2007-08-13 19:20:00 0.0
C_D 2007-08-13 19:25:00 0.0
C_D 2007-08-13 19:30:00 0.0
C_D 2007-08-13 19:35:00 0.0
C_D 2007-08-13 19:40:00 0.0
C_D 2007-08-13 19:45:00 0.0
C_D 2007-08-13 19:50:00 0.0
C_D 2007-08-13 19:55:00 0.0
C_D 2007-08-13 20:00:00 0.0
C_D 2007-08-13 20:05:00 0.0
C_D 2007-08-13 20:10:00 0.0
C_D 2007-08-13 20:15:00 0.3181818181818182
C_D 2007-08-13 20:20:00 0.3181818181818182
C_D 2007-08-13 20:25:00 0.3181818181818182
C_D 2007-08-13 20:30:00 0.07216494845360824
C_D 2007-08-13 20:35:00 0.07216494845360824
C_D 2007-08-13 20:40:00 0.07216494845360824
C_D 2007-08-13 20:45:00 0.4558870581042332
C_D 2007-08-13 20:50:00 0.4558870581042332
C_D 2007-08-13 20:55:00 0.4558870581042332
C_D 2007-08-13 21:00:00 0.4558870581042332
C_D 2007-08-13 21:05:00 0.4558870581042332
C_D 2007-08-13 21:10:00 0.4558870581042332
C_D 2007-08-13 21:15:00 7.773582947717111
C_D 2007-08-13 21:20:00 7.773582947717111
C_D 2007-08-13 21:25:00 0.9461299379401866
C_D 2007-08-13 21:30:00 0.804308570813203
C_D 2007-08-13 21:35:00 0.3790212144913638
C_D 2007-08-13 21:40:00 0.3790212144913638
C_D 2007-08-13 21:45:00 0.3790212144913638
C_D 2007-08-13 21:50:00 0.3790212144913638
C_D 2007-08-13 21:55:00 0.3790212144913638
C_D 2007-08-13 22:00:00 0.31457976429612033
C_D 2007-08-13 22:05:00 0.31457976429612033
C_D 2007-08-13 22:10:00 0.31457976429612033
C_D 2007-08-13 22:15:00 0.31457976429612033
C_D 2007-08-13 22:20:00 0.31457976429612033
C_D 2007-08-13 22:25:00 0.31457976429612033
C_D 2007-08-13 22:30:00 0.31457976429612033
C_D 2007-08-13 22:35:00 0.42512614294923334
C_D 2007-08-13 22:40:00 0.42512614294923334
C_D 2007-08-13 22:45:00 0.42512614294923334
C_D 2007-08-13 22:50:00 0.42512614294923334
C_D 2007-08-13 22:55:00 0.37389274636479314
