0.02 0.0022123
0.04 0.528178
0.06 0.8325
0.08 0.878821
0.1 0.902215
0.12 0.917056
0.14 0.928925
0.16 0.939689
0.18 0.948327
0.2 0.955439
0.22 0.96182
0.24 0.967016
0.26 0.970793
0.28 0.973455
0.3 0.975847
0.32 0.977945
0.34 0.979623
0.36 0.981026
0.38 0.982136
0.4 0.982977
0.42 0.983716
0.44 0.984396
0.46 0.985066
0.48 0.985679
0.5 0.986283
0.52 0.9868
0.54 0.987342
0.56 0.987845
0.58 0.988638
0.6 0.988913
0.62 0.989445
0.64 0.990007
0.66 0.990592
0.68 0.991173
0.7 0.991757
0.72 0.99234
0.74 0.992928
0.76 0.993488
0.78 0.994116
0.8 0.994556
0.82 0.994965
0.84 0.995365
0.86 0.995708
0.88 0.996067
0.9 0.996406
0.92 0.996749
0.94 0.997101
0.96 0.99747
0.98 0.997898
1.0 0.99848
#AV 0.99848
#XL 1
#XS 1
