0.5 0.0107493
1.0 0.0455148
1.5 0.0907503
2.0 0.156263
2.5 0.221445
3.0 0.294132
3.5 0.366511
4.0 0.433581
4.5 0.498341
5.0 0.557125
5.5 0.612696
6.0 0.664116
6.5 0.710624
7.0 0.752575
7.5 0.789416
8.0 0.821315
8.5 0.848762
9.0 0.872283
9.5 0.892426
10.0 0.909291
10.5 0.924001
11.0 0.935948
11.5 0.946127
12.0 0.954352
12.5 0.961211
13.0 0.966855
13.5 0.97165
14.0 0.975522
14.5 0.978688
15.0 0.981236
15.5 0.983323
16.0 0.985018
16.5 0.986437
17.0 0.987539
17.5 0.988398
18.0 0.989051
18.5 0.989629
19.0 0.990085
19.5 0.990428
20.0 0.990707
20.5 0.990947
21.0 0.991124
21.5 0.99129
22.0 0.991414
22.5 0.991522
23.0 0.991603
23.5 0.991663
24.0 0.991718
24.5 0.991752
25.0 0.991781
#AV 0.991785
#XL 1
#XS 1
