SCORE 6.0 0.0 70.78482625929104 1.270697667011849
SCORE 6.0 30.0 72.8232023776214 1.8648210383106258
SCORE 6.0 60.0 77.3149700876966 4.055186535858498
SCORE 6.0 90.0 78.5388687963147 2.8153293606325716
SCORE 6.0 120.0 79.9036112709151 2.2051217008369473
SCORE 6.0 150.0 87.65346148863134 1.0123792039374369
SCORE 6.0 180.0 86.42655421291417 2.55114236345789
SCORE 6.0 210.0 90.6430892493654 3.141002965845412
SCORE 6.0 240.0 90.61144707121092 1.5916643118178007
SCORE 6.0 270.0 93.28058710569752 4.234957024872305
SCORE 6.0 300.0 99.68211172242066 2.311684997878194
SCORE 6.0 330.0 102.3654204475781 1.524352442036911
SCORE 6.0 360.0 99.72974701607029 4.062932443033671
SCORE 6.0 390.0 102.87434404419098 1.2157845672254712
SCORE 6.0 420.0 99.18731245574176 1.6705195024941832
SCORE 6.0 450.0 102.95777956189364 1.7314506900314868
